step,raw_eot,adjusted_eot,accuracy,max_score_index,mean_distance,max_distance,sd_distance,mean_penalty,max_penalty,sd_penalty,mean_score,max_score,sd_score,dim_mean,dim_var
0,-2.61712012726379,-5.2441525592034,0.36,75,5.51055941710551,6.91250874150461,0.9471129249352009,-1.0288324356079102,-0.017592554911971092,1.1110502481460571,-6.539391785378798,-2.61712012726379,1.295239226175398,0.0,0.2
1,-3.2084091719969154,-6.324864950052603,0.1,75,6.883427241582424,8.323519111172484,1.0470425398330876,-0.618533194065094,-0.04203477501869202,0.7060697078704834,-7.501960461575538,-3.2084091719969154,1.1770955115229353,0.08655839214191863,0.9098203423096322
2,-3.1292166403354784,-6.07003868105203,0.2,75,6.506753661606854,7.798267253830593,0.9261000157619577,-0.7851287126541138,-0.05319983512163162,0.9321694374084473,-7.291882371951289,-3.1292166403354784,1.2218436908992583,0.48437299400130973,0.7825522812749849
3,-3.1622796415088605,-6.278772249080684,0.13,75,6.823184070124615,8.224270670367456,1.0117909416688255,-0.6441709995269775,-0.02983696386218071,0.7695446014404297,-7.467355131454159,-3.1622796415088605,1.188582882373475,0.19999408962314258,0.9134577655748339
4,-3.191556080635543,-6.429136936094052,0.07,75,7.002485282909429,8.50008063986773,1.1238455746015656,-0.5865598917007446,-0.0934993103146553,0.5737512707710266,-7.589045182582295,-3.191556080635543,1.1599082464882426,-0.16109264030580345,0.9129292639326244
5,-3.0965975207627636,-6.314264346284027,0.06,75,6.917582968721762,8.626036377592108,1.1631140797334998,-0.5865532159805298,-0.12039945274591446,0.5372682213783264,-7.504136196250691,-3.0965975207627636,1.1898718499666645,-0.31142628153267876,0.7465183669162251
6,-3.0140379996094047,-5.468286603028727,0.44,75,5.601085424717836,6.97685961447512,0.8629196274055193,-1.3800065517425537,-0.041185855865478516,1.38656747341156,-6.981091822531394,-3.0140379996094047,1.5128052195026667,0.4870427748874586,0.3046852023674023
7,-2.6511819826759746,-5.167406401654519,0.49,75,5.229019557649119,6.653259380224295,0.8680726609073075,-1.4203200340270996,-0.024173418059945107,1.389030933380127,-6.649339501617325,-2.6511819826759746,1.4819330999628055,0.16122652126508918,0.17569422232313664
8,-3.168678625908329,-6.423627378714137,0.06,75,7.011989818354464,8.548742085727573,1.1406253350599607,-0.5785939693450928,-0.10073408484458923,0.5471036434173584,-7.590583777268744,-3.168678625908329,1.1669563985546068,-0.2201282236135283,0.896668644651981
9,-3.0876681906257395,-5.76261132070061,0.26,75,6.15445229736447,7.475314370871468,0.9004538948625269,-0.9523736834526062,-0.046373240649700165,1.0994797945022583,-7.106825987187323,-3.0876681906257395,1.344214666486713,0.49993197590833294,0.5480764472065157
10,-2.794333227546542,-5.25219504158736,0.55,75,5.148644655611288,6.577627455916555,0.8295290726016281,-1.6797349452972412,-0.025667769834399223,1.488701343536377,-6.828379681654196,-2.794333227546542,1.576184640066836,0.3951808063133121,0.17887963506043292
11,-2.367797193571397,-4.915741645261658,0.79,18,4.046510009917994,5.203628972024331,0.7103616720463526,-2.3358569145202637,-0.14894141256809235,1.4257264137268066,-6.38236700892784,-2.367797193571397,1.4666253636661826,0.13335574817777984,0.05
12,-2.581937445663766,-5.225379378057916,0.35,75,5.449170344631921,7.2949465887678,0.995997555493683,-1.025539517402649,-0.010982881300151348,1.0971776247024536,-6.474709754625137,-2.581937445663766,1.2493303765672217,-0.5,0.05
13,-2.182149892711184,-4.773861445262082,0.75,75,4.077717612094742,5.364530724621219,0.7314243011161133,-2.188969373703003,-0.15091533958911896,1.432257890701294,-6.266686746038061,-2.182149892711184,1.4928253007759786,0.03451451793393323,0.05
14,-2.1582197208266622,-4.723833424783106,0.71,75,4.158396901707352,5.568873085358148,0.7592848504927115,-2.066481351852417,-0.15984810888767242,1.4331339597702026,-6.2248782096013455,-2.1582197208266622,1.501044784818239,-0.036770165516746,0.05
15,-2.1416256167310164,-4.726215024336046,0.7,75,4.23222534728534,5.6982898897227185,0.7795539413752423,-1.9855825901031494,-0.14952495694160461,1.4240916967391968,-6.217807800893852,-2.1416256167310164,1.4915927765578063,-0.0809562365748358,0.05
16,-2.072612561746041,-4.671059027425985,0.64,75,4.3669663882119805,5.894410708495588,0.8103704637889922,-1.8084940910339355,-0.0777692049741745,1.4413050413131714,-6.175460585789218,-2.072612561746041,1.504401558363233,-0.14460000990342536,0.05
17,-2.055850304494765,-4.681470596186927,0.62,75,4.442228480739893,5.993993310712846,0.8254763042981178,-1.7394263744354248,-0.058002714067697525,1.4379481077194214,-6.181654953262214,-2.055850304494765,1.5001843570752869,-0.17525658561779667,0.05
18,-2.0575954465250046,-4.671938049589813,0.62,75,4.422125077608219,5.967811580504977,0.8215552000794043,-1.7531460523605347,-0.06234772503376007,1.4417651891708374,-6.175270985576501,-2.0575954465250046,1.5033329359866876,-0.16730565594932084,0.05
19,-2.0558448284454687,-4.681587754705314,0.62,75,4.442473497641841,5.994310855557183,0.8255236431963445,-1.7392572164535522,-0.0579514279961586,1.4378982782363892,-6.181730683548014,-2.0558448284454687,1.5001429288426995,-0.1753525440938417,0.05
20,-2.056803881320796,-4.674515053531772,0.62,75,4.427653067191164,5.975034820802209,0.822641094063998,-1.7493748664855957,-0.06110154464840889,1.4407490491867065,-6.177027801391701,-2.056803881320796,1.5025127478599287,-0.1695077864409169,0.05
21,-2.0607277801871016,-4.69463417400322,0.58,75,4.537562853398761,6.115176670114525,0.8432211431539403,-1.6566567420959473,-0.04129573702812195,1.4335988759994507,-6.194219779263277,-2.0607277801871016,1.4995856052600574,-0.21113351119627966,0.05
22,-2.073227616911013,-4.670359300838981,0.64,75,4.364947003749028,5.891669006831364,0.8099483331774564,-1.8100870847702026,-0.07842075079679489,1.4416471719741821,-6.175033941146745,-2.073227616911013,1.5046746403077644,-0.1437407163552552,0.05
23,-2.973338401648909,-5.6600171981111895,0.86,75,4.439532772636446,5.773353013672136,0.760035471180921,-2.6604080200195312,-0.2280350923538208,1.3541514873504639,-7.0999405128121715,-2.973338401648909,1.4399233147009818,0.48948464280671955,0.05017161877527547
24,-2.2806102262328727,-4.817526249113369,0.54,75,4.782329644781981,6.420470524837227,0.8843267899287925,-1.4972821474075317,-0.019854974001646042,1.386759877204895,-6.279611681362127,-2.2806102262328727,1.4620854322487575,-0.17426096954829678,0.0740668459676288
